authors,bbox,creators,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,reprLat,reprLatLong,reprLong,tags,timePeriods,timePeriodsKeys,timePeriodsRange,title,featureTypeRef,connectsWith,featureTypes,geoContext,hasConnectionsWith,DeltaAge,featureTypeRef1
"Becker, J.","8.954687, 39.3052298, 8.954687, 39.3052298",jbecker,Representative location of the remains of the Roman bridge based on a way derived from OpenStreetMap.,bridge,"{""type"": ""Point"", ""coordinates"": [8.954687, 39.3052298]}",osm-location,precise,representative,640,-30,39.3052298,"39.3052298,8.954687",8.954687,,R,roman-early-empire-late-antique,"-30.0,640.0",OSM location of Ponte romano,bridge,,"settlement, port","SarandÃ«, formerly Santi Quaranta ALB",,670,"basilica,"
"Becker, J.","-6.9820763, 39.8171027, -6.9814209, 39.8175625",jbecker,Representative location based on OpenStreetMap.,bridge,"{""type"": ""LineString"", ""coordinates"": [[-6.9814209, 39.8171027], [-6.9820763, 39.8175625]]}",osm-location-of-ponte-romana-de-segura,precise,representative,300,-30,39.8173326,"39.8173326,-6.9817486",-6.9817486,,R,roman,"-30.0,300.0",OSM location of Ponte Romana de Segura,bridge,196789404,settlement,"Openica, settlement and mines MAC",,330,"bridge,"
"Becker, J.","-7.9461594, 38.2599527, -7.9461594, 38.2599527",jbecker,Location based on OpenStreetMap,"bridge,","{""type"": ""Point"", ""coordinates"": [-7.9461594, 38.2599527]}",osm-location,precise,representative,300,-30,38.2599527,"38.2599527,-7.9461594",-7.9461594,,R,roman,"-30.0,300.0",OSM location,bridge,,settlement,Illyrian city,,330,"bridge,"
"Luc PIROUX, J., J. Becker, S. Gillies, T. Elliott","-6.437398, 39.754237, -6.437398, 39.754237",jlpiroux,,"bridge,","{""type"": ""Point"", ""coordinates"": [-6.437398, 39.754237]}",location-of-alconetar-bridge,precise,representative,640,-30,39.754237,"39.754237,-6.437398",-6.437398,,RL,"roman,late-antique","-30.0,640.0",Location of AlconÃ©tar bridge (relocated),bridge,,unlocated,Lopate?,,670,"bridge,"
"Becker, J., R. Horne","-5.9627667, 38.9671713, -5.9627667, 38.9671713",jbecker,Representative location based on OpenStreetMap.,"bridge,","{""type"": ""Point"", ""coordinates"": [-5.9627667, 38.9671713]}",osm-location,precise,,640,-30,38.9671713,"38.9671713,-5.9627667",-5.9627667,,R,roman-early-empire-late-antique,"-30.0,640.0",OSM location (Puente Renacentista),bridge,,unlocated,upper R. Drin ALB,,670,"bridge,"
"Becker, J., T. Elliott","-4.7789877, 37.8758046, -4.7768368, 37.8775805","jbecker, thomase",Location based on OpenStreetMap,bridge,"{""type"": ""Polygon"", ""coordinates"": [[[-4.7768368, 37.8758046], [-4.7773074, 37.8761643], [-4.7778125, 37.8765639], [-4.7786343, 37.8772269], [-4.7788723, 37.8774565], [-4.7789877, 37.8775805], [-4.7768368, 37.8758046]]]}",puente-romano,precise,representative,300,-30,37.87667028,"37.8766702765,-4.77793177853",-4.777931779,,R,roman,"-30.0,300.0",OSM Location of Roman Bridge,bridge,50298,settlement,Mullaitivu? SRI,,330,"bridge,"
"Horne, R., J. Becker","14.484536, 40.748722, 14.484536, 40.748722",rmhorne,Coordinates taken on 25 July 2013 with a Sony DSC-HX200V GPS camera,basilica,"{""type"": ""Point"", ""coordinates"": [14.484536, 40.748722]}",location-of-the-basilica-1,precise,representative,300,-330,40.748722,"40.748722,14.484536",14.484536,,HR,"hellenistic-republican,roman","-330.0,300.0",GPS location of the Basilica ,basilica,,settlement,Edirne TKY,,630,"bridge,"
"Becker, J.","14.4840601, 40.748525, 14.4849059, 40.7489493",jbecker,Representative location based on OpenStreetMap.,basilica,"{""type"": ""Polygon"", ""coordinates"": [[[14.4841595, 40.748525], [14.4840601, 40.7487344], [14.4847803, 40.7489493], [14.484839, 40.7488485], [14.4849059, 40.7487336], [14.4848421, 40.7487137], [14.4841595, 40.748525]]]}",osm-location-of-basilica,precise,representative,300,-330,40.74873583,"40.748735829,14.4844825711",14.48448257,,HR,"hellenistic-republican,roman","-330.0,300.0",OSM location of Basilica,basilica,,settlement,"Harmanli, BUL",,630,"basilica,"
"Becker, J.","2.7444893, 42.4956879, 2.7446613, 42.4958817",jbecker,Representative location based on OpenStreetMap.,bridge,"{""type"": ""Polygon"", ""coordinates"": [[[2.7444893, 42.4956879], [2.7446613, 42.4958817], [2.7446176, 42.4958173], [2.7445605, 42.4957575], [2.7444893, 42.4956879]]]}",osm-location-of-pont-du-diable,precise,representative,1453,640,42.49578121,"42.4957812136,2.74457957302",2.744579573,,M,mediaeval-byzantine,"640.0,1453.0",OSM location of Pont du Diable,bridge,,fort,Doucen,,813,"basilica,"
"Ã…hlfeldt, J.","5.908501, 43.984633, 5.908501, 43.984633",jahlfeldt,"Representative point location, site precision",bridge,"{""type"": ""Point"", ""coordinates"": [5.908501, 43.984633]}",dare-location,precise,representative,640,-30,43.984633,"43.984633,5.908501",5.908501,,RL,"roman,late-antique","-30.0,640.0",DARE Location,bridge,,unlocated,in Proconsularis,,670,"bridge,"
"Vitale, V.","13.6029567, 37.288239, 13.6029567, 37.288239",vvitale,"Representative location of the ruins of the so-called Early Christian Basilica, at the foot of the Temple of Juno, on the eastern slope of Agrigentum's Hill of Temples. Based on OpenStreetMap.","basilica,","{""type"": ""Point"", ""coordinates"": [13.6029567, 37.288239]}",basilica-paleocristiana,precise,representative,640,300,37.288239,"37.288239,13.6029567",13.6029567,,L,late-antique,"300.0,640.0",OSM location of Basilica Paleocristiana,basilica,,people,GataÄko polje BOS,,340,"bridge,"
"Becker, J.","12.4966238, 41.8858204, 12.4966238, 41.8858204",jbecker,Location based on OpenStreetMap,"basilica,","{""type"": ""Point"", ""coordinates"": [12.4966238, 41.8858204]}",location-of-basilica-hilariana,precise,representative,300,-30,41.8858204,"41.8858204,12.4966238",12.4966238,,R,roman,"-30.0,300.0",OSM location of Basilica Hilariana,basilica,,people,area of Andautonia CRO,,330,"basilica,"
"Becker, J.","6.6431098, 49.7531519, 6.643804, 49.7538426",jbecker,Representative location based on OpenStreetMap.,basilica,"{""type"": ""Polygon"", ""coordinates"": [[[6.6435541, 49.7531519], [6.6432771, 49.7532054], [6.6432104, 49.7532189], [6.6431098, 49.75324], [6.643359, 49.7537743], [6.6434993, 49.7538289], [6.6435403, 49.7538383], [6.6435985, 49.7538426], [6.643644, 49.7538351], [6.6436797, 49.7538234], [6.6437119, 49.7538093], [6.6437397, 49.7537812], [6.643804, 49.7536877], [6.6435541, 49.7531519]]]}",osm-location-of-konstantinbasilika,precise,representative,1453,300,49.75349258,"49.7534925832,6.64346864924",6.643468649,,LM,"late-antique,mediaeval-byzantine","300.0,1453.0",OSM location of Konstantinbasilika,basilica,,station,MÃ¶derbrugg AUS,,1153,"basilica,"
"Becker, J.","22.939167, 37.595556, 22.939167, 37.595556",jbecker,Coordinates after GeoHack.,"bridge,","{""type"": ""Point"", ""coordinates"": [22.939167, 37.595556]}",location-of-arkadiko-bridge,precise,representative,-1000,-2000,37.595556,"37.595556,22.939167",22.939167,,2,2nd-millenium-bce,"-2000.0,-1000.0",Imagery location of Arkadiko Bridge,bridge,,people,Pannonia,,1000,"basilica,"
"Becker, J.","47.4905, 37.1927, 47.4905, 37.1927",jbecker,Coordinates following GeoHack.,bridge,"{""type"": ""Point"", ""coordinates"": [47.4905, 37.1927]}",imagery-location-of-kiz-bridge,precise,representative,550,250,37.1927,"37.1927,47.4905",47.4905,,L,late-antiquity-in-central-asia,"250.0,550.0",Imagery location of Kiz Bridge,bridge,,settlement,"Eketorp, SWE",,300,"bridge,"
"Becker, J.","-2.5064249, 42.510897, -2.5064249, 42.510897",jbecker,Representative location based on OpenStreetMap,bridge,"{""type"": ""Point"", ""coordinates"": [-2.5064249, 42.510897]}",osm-location-of-bridge-of-mantible,precise,representative,640,-30,42.510897,"42.510897,-2.5064249",-2.5064249,,RL,"roman,late-antique","-30.0,640.0",OSM location of Bridge of Mantible,bridge,,people,Barrington Atlas grid 88 D1,,670,"bridge,"
"Becker, J., R. Horne","-1.3137852, 40.970184, -1.3137852, 40.970184",jbecker,Representative location based on OpenStreetMap.,"bridge,","{""type"": ""Point"", ""coordinates"": [-1.3137852, 40.970184]}",location-of-roman-bridge,precise,representative,300,-30,40.970184,"40.970184,-1.3137852",-1.3137852,,R,roman,"-30.0,300.0",OSM location of Roman bridge,bridge,,settlement,Saqanchia,,330,"bridge,"
"Becker, J.","-1.3026855, 40.9203288, -1.3026855, 40.9203288",jbecker,Representative location based on OpenStreetMap,bridge,"{""type"": ""Point"", ""coordinates"": [-1.3026855, 40.9203288]}",location-of-roman-bridge,precise,representative,300,-30,40.9203288,"40.9203288,-1.3026855",-1.3026855,,R,roman,"-30.0,300.0",OSM location of Roman bridge,bridge,,settlement,Tsitsamuri,,330,"bridge,"
"Becker, J., R. Horne","4.7461665, 44.7568803, 4.7461665, 44.7568803",jbecker,Representative location based on OpenStreetMap.,"bridge,","{""type"": ""Point"", ""coordinates"": [4.7461665, 44.7568803]}",osm-location,precise,,300,-30,44.7568803,"44.7568803,4.7461665",4.7461665,,R,roman,"-30.0,300.0",OSM location of Pont Romain du Pouzin,bridge,,fort,Golamasya,,330,"bridge,"
"Becker, J.","4.7520436, 44.9985453, 4.7520436, 44.9985453",jbecker,Representative location based on OpenStreetMap,bridge,"{""type"": ""Point"", ""coordinates"": [4.7520436, 44.9985453]}",osm-location,precise,representative,300,-30,44.9985453,"44.9985453,4.7520436",4.7520436,,R,roman,"-30.0,300.0","OSM location of Pont Romain, Saint-Sylvestre",bridge,,settlement,"Erzincan, old town",,330,"bridge,"
"Becker, J.","5.8609968, 46.0847652, 5.8609968, 46.0847652",jbecker,Representative location based on OpenStreetMap.,"bridge,","{""type"": ""Point"", ""coordinates"": [5.8609968, 46.0847652]}",osm-location,precise,representative,1453,640,46.0847652,"46.0847652,5.8609968",5.8609968,extant remains,M,mediaeval-byzantine,"640.0,1453.0",OSM location of Pont de GrÃ©sin,bridge,,settlement,"Malejin, IRN",,813,"bridge,"
"Becker, J.","11.1690766, 46.6716426, 11.1690766, 46.6716426",jbecker,Location based on OpenStreetMap,"bridge,","{""type"": ""Point"", ""coordinates"": [11.1690766, 46.6716426]}",location-of-river-bridge,precise,representative,300,-30,46.6716426,"46.6716426,11.1690766",11.1690766,,R,roman,"-30.0,300.0",location of Roman bridge,bridge,,unlocated,near mouth of Tigris IRQ,,330,"bridge,"
"Becker, J., R. Horne","11.1690766, 46.6716426, 11.1690766, 46.6716426",jbecker,Representative location based on OpenStreetMap.,"bridge,","{""type"": ""Point"", ""coordinates"": [11.1690766, 46.6716426]}",osm-location,precise,,300,-30,46.6716426,"46.6716426,11.1690766",11.1690766,,R,roman,"-30.0,300.0",OSM location of Steinerner Steg - Ponte Romano,bridge,,temple,Darre-ye Barre,,330,"bridge,"
"Becker, J.","12.3954672, 44.0925826, 12.3954672, 44.0925826",jbecker,Location based on OpenStreetMap,"bridge,","{""type"": ""Point"", ""coordinates"": [12.3954672, 44.0925826]}",osm-location-of-roman-bridge,precise,representative,640,-30,44.0925826,"44.0925826,12.3954672",12.3954672,,R,roman-early-empire-late-antique,"-30.0,640.0",OSM location of Roman bridge,bridge,,unlocated,"villages in Amanus M., probably NW Antiocheia",,670,"bridge,"
"Becker, J.","23.6939634, 37.9877496, 23.6939634, 37.9877496",jbecker,Representative location based on OpenStreetMap,bridge,"{""type"": ""Point"", ""coordinates"": [23.6939634, 37.9877496]}",osm-location-of-iiii-i-i-iiiiii-ii-ii1ii-i,precise,representative,300,-550,37.9877496,"37.9877496,23.6939634",23.6939634,,CHR,"classical,hellenistic-republican,roman","-550.0,300.0",OSM location of Î‘ÏÏ‡Î±Î¯Î± Î“Î­Ï†Ï…ÏÎ± ÎšÎ·Ï†Î¹ÏƒÎ¿Ï,bridge,,false toponym,Barrington Atlas grid 67 False,,850,"bridge,"
"Becker, J.","12.4773, 41.89, 12.4773, 41.89",jbecker,Coordinates after Wikipedia; verified in Google Earth 2013.,"bridge,","{""type"": ""Point"", ""coordinates"": [12.4773, 41.89]}",location-of-pons-cestius,precise,representative,2100,-30,41.89,"41.89,12.4773",12.4773,,RLMM,"roman,late-antique,mediaeval-byzantine,modern","-30.0,2100.0",location of Pons Cestius,bridge,,villa,Casale del Cavaliere,,2130,"bridge,"
"Ã…hlfeldt, J.","22.66705, 44.623769, 22.66705, 44.623769",jahlfeldt,"Representative point location, site precision",bridge,"{""type"": ""Point"", ""coordinates"": [22.66705, 44.623769]}",dare-location,precise,representative,640,-30,44.623769,"44.623769,22.66705",22.66705,,RL,"roman,late-antique","-30.0,640.0",DARE Location,bridge,,road,Titulcia Â® Caesaraugusta,,670,"bridge,"
"Becker, J.","22.667988, 44.6141394, 22.667988, 44.6141394",jbecker,Location based on OpenStreetMap,bridge,"{""type"": ""Point"", ""coordinates"": [22.667988, 44.6141394]}",osm-location-of-trajans-bridge,precise,representative,300,-30,44.6141394,"44.6141394,22.667988",22.667988,,R,roman,"-30.0,300.0",OSM location of Trajan's Bridge,bridge,,road,Vise(...) Â® Talabriga,,330,"bridge,"
"Becker, J.","22.6670763, 44.6237815, 22.6670763, 44.6237815",jbecker,Representative location based on OpenStreetMap.,bridge,"{""type"": ""Point"", ""coordinates"": [22.6670763, 44.6237815]}",osm-location-of-trajans-bridge-pillar,precise,representative,300,-30,44.6237815,"44.6237815,22.6670763",22.6670763,,R,roman,"-30.0,300.0",OSM location of Trajan's Bridge Pillar,bridge,,road,Legio VII Gemina Â® Palantia,,330,"bridge,"
"Becker, J.","29.6125116, 39.200672, 29.6125116, 39.200672",jbecker,Location based on OpenStreetMap,"bridge,","{""type"": ""Point"", ""coordinates"": [29.6125116, 39.200672]}",location-of-penkalas-bridge,precise,representative,300,-30,39.200672,"39.200672,29.6125116",29.6125116,,R,roman,"-30.0,300.0",location of Penkalas Bridge,bridge,,river,Tordera,,330,"bridge,"
"Becker, J., R. Horne","11.6767668, 43.5019405, 11.6767668, 43.5019405",jbecker,Representative location based on OpenStreetMap.,"bridge,","{""type"": ""Point"", ""coordinates"": [11.6767668, 43.5019405]}",osm-location-of-ponte-del-romito,precise,,640,-30,43.5019405,"43.5019405,11.6767668",11.6767668,,R,roman-early-empire-late-antique,"-30.0,640.0",OSM location of Ponte del Romito,bridge,,unlocated,at or near Qraiya?,,670,"bridge,"
"Ã…hlfeldt, J.","11.61473, 43.466086, 11.61473, 43.466086",jahlfeldt,"Representative point location, site precision",bridge,"{""type"": ""Point"", ""coordinates"": [11.61473, 43.466086]}",dare-location,precise,representative,640,-330,43.466086,"43.466086,11.61473",11.61473,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARE Location,bridge,,unlocated,Jmeila? (suburb of Anatho),,970,"bridge,"
"Becker, J., T. Elliott","11.6311494, 42.4297651, 11.6321011, 42.4299644",jbecker,Location based on OpenStreetMap,bridge,"{""type"": ""LineString"", ""coordinates"": [[11.6321011, 42.4297651], [11.6311494, 42.4299644]]}",osm-location-of-the-ponte-dellabbadia,precise,representative,1453,-330,42.42986475,"42.42986475,11.63162525",11.63162525,,HRLM,"hellenistic-republican,roman,late-antique,mediaeval-byzantine","-330.0,1453.0",OSM Location of the Ponte dell'Abbadia,bridge,,unlocated,between Ctesiphon and Hatra,,1783,"bridge,"
"Becker, J.","12.0156075, 42.2834895, 12.0157332, 42.2835949",jbecker,Representative location based on OpenStreetMap.,bridge,"{""type"": ""LineString"", ""coordinates"": [[12.0157332, 42.2834895], [12.0156075, 42.2835949]]}",osm-location-of-ponte-della-rocca,precise,representative,,,42.2835422,"42.2835422,12.01567035",12.01567035,,,,,OSM location of Ponte della Rocca,bridge,,"unlocated, island",Bijan Is.? Alus Is.?,,0,"bridge,"
"Becker, J.","12.7047066, 42.5536692, 12.7047066, 42.5536692",jbecker,Location based on OpenStreetMap,"bridge,","{""type"": ""Point"", ""coordinates"": [12.7047066, 42.5536692]}",osm-location-of-ponte-del-toro,precise,representative,640,-30,42.5536692,"42.5536692,12.7047066",12.7047066,,R,roman-early-empire-late-antique,"-30.0,640.0",OSM location of Ponte del Toro,bridge,,unlocated,Kalhu district?,,670,"bridge,"
"Ã…hlfeldt, J.","12.466944, 41.935556, 12.466944, 41.935556",jahlfeldt,"Representative point location, site precision",bridge,"{""type"": ""Point"", ""coordinates"": [12.466944, 41.935556]}",dare-location,precise,representative,640,-330,41.935556,"41.935556,12.466944",12.466944,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARE Location,bridge,,settlement,Audun-le-Tiche,,970,"bridge,"
"Becker, J.","12.4666225, 41.9347682, 12.4672821, 41.936223",jbecker,Location based on OpenStreetMap,bridge,"{""type"": ""Polygon"", ""coordinates"": [[[12.4672821, 41.9347682], [12.4672148, 41.9348911], [12.466628, 41.9362105], [12.4666225, 41.936223], [12.4672821, 41.9347682]]]}",osm-location-of-milvian-bridge,precise,representative,2100,1700,41.93549325,"41.9354932521,12.4669475559",12.46694756,,M,modern,"1700.0,2100.0",OSM location of Milvian Bridge,bridge,,settlement,"Auenheim, GER",,400,"bridge,"
"Becker, J.","12.508333, 41.939444, 12.508333, 41.939444",jbecker,verified in Google Earth 2013.,"bridge,","{""type"": ""Point"", ""coordinates"": [12.508333, 41.939444]}",location-of-the-ponte-salario,precise,representative,2100,-30,41.939444,"41.939444,12.508333",12.508333,,RLM,"roman,late-antique,modern","-30.0,2100.0",location of the Ponte Salario,bridge,,settlement,St-Quentin,,2130,"bridge,"
"Becker, J.","-7.214054, 42.333889, -7.214054, 42.333889",jbecker,Location based on OpenStreetMap,"bridge,","{""type"": ""Point"", ""coordinates"": [-7.214054, 42.333889]}",location-of-roman-bridge,precise,representative,300,-30,42.333889,"42.333889,-7.214054",-7.214054,,R,roman,"-30.0,300.0",OSM location,bridge,,villa,"Stein, NET",,330,"bridge,"
"Becker, J., R. Horne","-6.8113766, 42.6090127, -6.8113766, 42.6090127",jbecker,Representative location based on OpenStreetMap.,"bridge,","{""type"": ""Point"", ""coordinates"": [-6.8113766, 42.6090127]}",location-of-roman-bridge,precise,representative,300,-30,42.6090127,"42.6090127,-6.8113766",-6.8113766,,R,roman,"-30.0,300.0",OSM location of Roman bridge,bridge,,people,GER,,330,"bridge,"
"Becker, J., T. Elliott","-4.2345005, 42.8390976, -4.2345005, 42.8390976",jbecker,Location based on OpenStreetMap,bridge,"{""type"": ""Point"", ""coordinates"": [-4.2345005, 42.8390976]}",location-of-puente-de-la-perdiz,precise,representative,300,-30,42.8390976,"42.8390976,-4.2345005",-4.2345005,,R,roman,"-30.0,300.0",OSM location of Puente de la Perdiz,bridge,,settlement,Taverny,,330,"bridge,"
"Becker, J.","-7.4666264, 41.7379683, -7.4666264, 41.7379683",jbecker,Location based on OpenStreetMap,"bridge,","{""type"": ""Point"", ""coordinates"": [-7.4666264, 41.7379683]}",location-of-roman-bridge-chaves,precise,representative,300,-30,41.7379683,"41.7379683,-7.4666264",-7.4666264,,R,roman,"-30.0,300.0",location of Roman Bridge (Chaves),bridge,,settlement,ThiÃ¨vres sur Authie,,330,"bridge,"
"Luc PIROUX, J., S. Gillies","-5.67, 40.958, -5.67, 40.958",jlpiroux,,"bridge,","{""type"": ""Point"", ""coordinates"": [-5.67, 40.958]}",location-if-bridge-at-salamantica-over-r.-tormes,precise,representative,640,-30,40.958,"40.958,-5.67",-5.67,,RL,"roman,late-antique","-30.0,640.0",Location of bridge over R. Tormes at Salmantica,bridge,,settlement,"Tholey-Vareswald, GER",,670,"bridge,"
"Luc PIROUX, J., S. Gillies","-6.1037, 40.1703, -6.1037, 40.1703",jlpiroux,,"bridge,","{""type"": ""Point"", ""coordinates"": [-6.1037, 40.1703]}",bridge-near-capera,precise,representative,640,-30,40.1703,"40.1703,-6.1037",-6.1037,,RL,"roman,late-antique","-30.0,640.0",location of bridge near Capera,bridge,,settlement,Bergheim-Zieverich/Thorr GER,,670,"bridge,"
"Horne, R.","40.229167, 37.887222, 40.229167, 37.887222",rmhorne,"Bridge over Ad Tigren (Amida), constructed c. 485 CE","bridge,","{""type"": ""Point"", ""coordinates"": [40.229167, 37.887222]}",ongz-diyarbakir,precise,representative,2100,300,37.887222,"37.887222,40.229167",40.229167,,LM,"late-antique,modern","300.0,2100.0",OngÃ¶z (Diyarbakir),bridge,,villa,,,1800,"bridge,"
"Becker, J., R. Horne","-5.1315196, 43.3501701, -5.1315196, 43.3501701",jbecker,Representative location based on OpenStreetMap.,"bridge,","{""type"": ""Point"", ""coordinates"": [-5.1315196, 43.3501701]}",location-of-bridge,precise,,1453,640,43.3501701,"43.3501701,-5.1315196",-5.1315196,,M,mediaeval-byzantine,"640.0,1453.0",OSM location of bridge (Puente Romano),bridge,,,,,813,"bridge,"
"Becker, J.","7.6562264, 45.7430192, 7.6562264, 45.7430192",jbecker,Representative location based on OpenStreetMap.,bridge,"{""type"": ""Point"", ""coordinates"": [7.6562264, 45.7430192]}",osm-location-of-ponte-romano,precise,representative,300,-30,45.7430192,"45.7430192,7.6562264",7.6562264,,R,roman,"-30.0,300.0",OSM location of Ponte Romano,bridge,,,,,330,"bridge,"
"Ã…hlfeldt, J.","6.426389, 49.812722, 6.426389, 49.812722",jahlfeldt,"Representative point location, site precision",bridge,"{""type"": ""Point"", ""coordinates"": [6.426389, 49.812722]}",dare-location,precise,representative,640,-30,49.812722,"49.812722,6.426389",6.426389,,RL,"roman,late-antique","-30.0,640.0",DARE Location,bridge,,,,,670,"bridge,"
"Becker, J.","12.0687545, 42.4149083, 12.0687545, 42.4149083",jbecker,Location based on OpenStreetMap,bridge,"{""type"": ""Point"", ""coordinates"": [12.0687545, 42.4149083]}",osm-location-of-ponte-camillario,precise,representative,300,-30,42.4149083,"42.4149083,12.0687545",12.0687545,,R,roman,"-30.0,300.0",OSM location of Ponte Camillario,bridge,,,,,330,"bridge,"
"Becker, J.","11.6285463, 42.4193742, 11.6285463, 42.4193742",jbecker,"A major urban sanctuary at Vulci with a long period of use, stretching from the archaic period into the Roman period. Location based on OpenStreetMap.","temple-2,","{""type"": ""Point"", ""coordinates"": [11.6285463, 42.4193742]}",location-of-tempio-grande,precise,representative,300,-750,42.4193742,"42.4193742,11.6285463",11.6285463,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",OSM location of Tempio Grande,temple-2,413393,temple-2,,,1050,"bridge,"
"Becker, J.","-3.5380913, 37.6282633, -3.5380913, 37.6282633",jbecker,Location based on OpenStreetMap,"station,","{""type"": ""Point"", ""coordinates"": [-3.5380913, 37.6282633]}",location-of-arbuniel,precise,representative,300,-30,37.6282633,"37.6282633,-3.5380913",-3.5380913,,R,roman,"-30.0,300.0",location of Arbuniel,station,,aqueduct,NW Iliberri,,330,"temple-2,"
"Becker, J.","-6.8227061, 34.0065104, -6.8227061, 34.0065104",jbecker,Location based on OpenStreetMap,"cemetery,","{""type"": ""Point"", ""coordinates"": [-6.8227061, 34.0065104]}",location-of-necropolis-of-sala,precise,representative,300,-30,34.0065104,"34.0065104,-6.8227061",-6.8227061,,R,roman,"-30.0,300.0",location of necropolis of Sala,cemetery,,settlement,Sidi Abderahim,,330,"station,"
"Ã…hlfeldt, J., J. Becker, S. Gillies","2.552837, 36.574975, 2.552837, 36.574975",jahlfeldt,"Representative point location, site precision","tomb,","{""type"": ""Point"", ""coordinates"": [2.552837, 36.574975]}",dare-location,precise,,300,-330,36.574975,"36.574975,2.552837",2.552837,,HR,"hellenistic-republican,roman","-330.0,300.0",DARE Location,tomb,,fort,Taksebt des Ouled Said,,630,"cemetery,"
"Becker, J.","2.5527508, 36.5752491, 2.5527508, 36.5752491",jbecker,Representative location based on OpenStreetMap.,tomb,"{""type"": ""Point"", ""coordinates"": [2.5527508, 36.5752491]}",location-of-royal-mausoleum-of-mauretania,precise,representative,300,-30,36.5752491,"36.5752491,2.5527508",2.5527508,,R,roman,"-30.0,300.0",OSM location of Royal Mausoleum of Mauretania,tomb,,settlement,Taougnaout,,330,"tomb,"
"Becker, J.","-8.7423042, 53.4406221, -8.7423042, 53.4406221",jbecker,Representative location based on OpenStreetMap.,"church,","{""type"": ""Point"", ""coordinates"": [-8.7423042, 53.4406221]}",osm-location,precise,representative,1453,640,53.4406221,"53.4406221,-8.7423042",-8.7423042,,M,mediaeval-byzantine,"640.0,1453.0",OSM location of Abbeyknockmoy abbey,church,,villa,,,813,"tomb,"
"Becker, J.","49.3788729, 40.1116512, 49.3788729, 40.1116512",jbecker,Representative location based on OpenStreetMap.,"monument,","{""type"": ""Point"", ""coordinates"": [49.3788729, 40.1116512]}",location-of-gobustan-rock-art-cultural-landscape,precise,representative,2100,1700,40.1116512,"40.1116512,49.3788729",49.3788729,,M,modern,"1700.0,2100.0",OSM location of Gobustan State Reserve,monument,,"villa, settlement-modern",,,400,"church,"
"Becker, J.","49.3873024, 40.1022556, 49.3873024, 40.1022556",jbecker,Representative location based on OpenStreetMap.,"monument,","{""type"": ""Point"", ""coordinates"": [49.3873024, 40.1022556]}",location-of-latin-inscriptions,precise,representative,640,-140,40.1022556,"40.1022556,49.3873024",49.3873024,,R,roman-middle-east,"-140.0,640.0",OSM location of Roman inscriptions,monument,590086,"settlement, architecturalcomplex, hill",,,780,"monument,"
"Becker, J.","-0.0945134, 47.2431632, -0.0945134, 47.2431632",jbecker,Representative location based on OpenStreetMap.,"tomb,","{""type"": ""Point"", ""coordinates"": [-0.0945134, 47.2431632]}",location-of-grand-dolmen-de-bagneux,precise,representative,-2000,-4000,47.2431632,"47.2431632,-0.0945134",-0.0945134,,43,"4th-millenium-bce,3rd-millennium-bc","-4000.0,-2000.0",OSM location of Grand Dolmen de Bagneux ,tomb,570491,cemetery,,,2000,"monument,"
"Becker, J.","-3.0569689, 47.600279, -3.0569689, 47.600279",jbecker,Representative location based on OpenStreetMap,monument,"{""type"": ""Point"", ""coordinates"": [-3.0569689, 47.600279]}",location-of-megalithic-alignment,precise,representative,-3000,-4000,47.600279,"47.600279,-3.0569689",-3.0569689,,4,4th-millenium-bce,"-4000.0,-3000.0",OSM location of Alignements du Manio,monument,,settlement,,528863404,1000,"tomb,"
"Becker, J.","52.8723397, 29.9874796, 52.8766156, 29.9896313",jbecker,Location based on OpenStreetMap,cemetery,"{""type"": ""Polygon"", ""coordinates"": [[[52.874551, 29.9874796], [52.8724279, 29.9882069], [52.8723397, 29.9884487], [52.8731003, 29.9889359], [52.8758903, 29.9896313], [52.8766156, 29.9894151], [52.8760664, 29.9882137], [52.8755001, 29.9877479], [52.874551, 29.9874796]]]}",osm-location-of-naqsh-e-rustam,precise,representative,300,-540,29.98858038,"29.988580375,52.87459438",52.87459438,,AR,"achaemenid-central-asia,roman","-540.0,300.0",OSM location of Naqsh-e Rustam,cemetery,550693,island,,,840,"monument,"
"Becker, J.","12.4641047, 41.8888922, 12.4641047, 41.8888922",jbecker,Representative location based on OpenStreetMap.,fountain,"{""type"": ""Point"", ""coordinates"": [12.4641047, 41.8888922]}",location-of-fonte-dellacqua-paola,precise,representative,2100,1700,41.8888922,"41.8888922,12.4641047",12.4641047,,M,modern,"1700.0,2100.0",OSM location of Fonte dell'Acqua Paola,fountain,773761100,monument,,,400,"cemetery,"
"Becker, J.","6.6683386, 46.7353535, 6.6683386, 46.7353535",jbecker,Representative location based on OpenStreetMap.,"sanctuary,","{""type"": ""Point"", ""coordinates"": [6.6683386, 46.7353535]}",osm-location,precise,representative,300,-30,46.7353535,"46.7353535,6.6683386",6.6683386,,R,roman,"-30.0,300.0","OSM location of so-called ""Temple gallo-romain d'Ursins""",sanctuary,"695,491,849,423,025",road,,,330,"fountain,"
