authors,bbox,creators,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,reprLat,reprLatLong,reprLong,tags,timePeriods,timePeriodsKeys,timePeriodsRange,title,featureTypeRef,connectsWith,featureTypes,geoContext,hasConnectionsWith,DeltaAge,featureTypeRef1
"Becker, J.","13.9081382, 41.6033448, 13.9081382, 41.6033448",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [13.9081382, 41.6033448]}",location-of-Melpis-fl,precise,representative,2100,1700,41.6033448,"41.6033448,13.9081382",13.9081382,,M,modern,"1700.0,2100.0",location of Melpis fl.,river,,unknown,Barrington Atlas grid 55 C3,,400,"river,"
"Becker, J.","14.4708346, 40.7285981, 14.4708346, 40.7285981",jbecker,Representative location based on OpenStreetMap.,"river,","{""type"": ""Point"", ""coordinates"": [14.4708346, 40.7285981]}",location-of-sarno-river,precise,representative,2100,1700,40.7285981,"40.7285981,14.4708346",14.4708346,,M,modern,"1700.0,2100.0",OSM location of Sarno (river),river,,settlement,Nyikhori,,400,"river,"
"Becker, J.","14.4807831, 41.480967, 15.0291053, 41.9805019",jbecker,Representative location of the river course based on a relation derived from OpenStreetMap.,river,"{""type"": ""Polygon"", ""coordinates"": [[[14.4807831, 41.480967], [14.4816497, 41.4824949], [14.5288717, 41.5603423], [14.5752271, 41.6335057], [14.6764591, 41.7165967], [15.0291053, 41.9805019], [15.0273727, 41.9598454], [15.0273254, 41.9594672], [15.0271322, 41.9586931], [15.0269232, 41.9581625], [15.0267537, 41.9578839], [15.0261386, 41.9570307], [15.025906, 41.9567551], [14.9900077, 41.9205031], [14.5249157, 41.4889136], [14.5239066, 41.4886929], [14.4807831, 41.480967]]]}",osm-location-of-biferno-river,precise,representative,2100,1700,41.72830047,"41.7283004712,14.7365097726",14.73650977,,M,modern,"1700.0,2100.0",OSM location of Biferno (river),river,,settlement,Davlosis,,400,"river,"
"Becker, J., E. Robinson","14.2422076, 41.6648855, 14.7971475, 42.063203",jbecker,Representative location based on OpenStreetMap node and ways,river,"{""type"": ""Polygon"", ""coordinates"": [[[14.4245447, 41.6648855], [14.3727228, 41.6696215], [14.3477206, 41.6772628], [14.3473177, 41.6774466], [14.3438185, 41.6805046], [14.3303809, 41.6926953], [14.2465255, 41.7735735], [14.2422076, 41.7777686], [14.7971475, 42.063203], [14.796676, 42.0613936], [14.794846, 42.0572083], [14.785571, 42.0361166], [14.7853944, 42.0357418], [14.7790496, 42.0278341], [14.558726, 41.8000136], [14.4324187, 41.6696305], [14.4291654, 41.6666574], [14.426812, 41.6653003], [14.4254874, 41.6648898], [14.4245447, 41.6648855]]]}",osm-location-of-trigno-river,precise,representative,2100,1700,41.81251318,"41.8125131815,14.5086165994",14.5086166,,M,modern,"1700.0,2100.0",OSM location of Trigno (river),river,,settlement,Stenon Rhodias,,400,"river,"
"Becker, J.","13.9277981, 41.024189, 14.4672978, 41.7034793",jbecker,Location based on a Relation derived from OpenStreetMap plotting the course of the river Volturno.,river,"{""type"": ""Polygon"", ""coordinates"": [[[13.9277981, 41.024189], [14.0213562, 41.7034793], [14.0982639, 41.6492601], [14.420155, 41.2491816], [14.4636686, 41.1881881], [14.4672885, 41.1771388], [14.4672978, 41.1767489], [14.4672706, 41.1760596], [14.4671411, 41.1750549], [14.4666485, 41.1731977], [14.4663308, 41.1720396], [14.4659397, 41.1707297], [14.4654244, 41.169781], [14.4574132, 41.1550646], [14.4257447, 41.1331439], [13.9277981, 41.024189]]]}",osm-location-of-course-of-volturno-river,precise,representative,2099,2000,41.28856069,"41.2885606895,14.2036835649",14.20368356,,T,twenty-first-ce,"2000.0,2099.0",OSM location of course of Volturno (river),river,334787768,settlement,Elassona/Panayia,,99,"river,"
"Becker, J.","16.5370291, 40.2880586, 16.7769305, 40.3621335",jbecker,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[16.7769305, 40.2880586], [16.7557171, 40.2882601], [16.7548953, 40.2883243], [16.7263017, 40.2956694], [16.6276268, 40.3253188], [16.5610275, 40.3483403], [16.5606115, 40.3485238], [16.5379805, 40.3598552], [16.5377863, 40.3599735], [16.5376116, 40.3601708], [16.5375469, 40.3603335], [16.5370291, 40.3621335], [16.5459247, 40.3609081], [16.5508317, 40.359936], [16.6984611, 40.3159457], [16.7580981, 40.2960229], [16.7587934, 40.2957658], [16.7769305, 40.2880586]]]}",osm-location-of-fiume-cavone,precise,representative,2099,2000,40.32222631,"40.3222263109,16.6589571109",16.65895711,,T,twenty-first-ce,"2000.0,2099.0",OSM location of Fiume Cavone,river,,unlocated,"spring of R. Asopos, E Plataea",,99,"river,"
"Becker, J.","16.6713886, 40.2382427, 16.6713886, 40.2382427",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [16.6713886, 40.2382427]}",location-of-agri-river,precise,representative,2100,1700,40.2382427,"40.2382427,16.6713886",16.6713886,,M,modern,"1700.0,2100.0",location of Agri (river),river,,settlement,Phocian town,,400,"river,"
"Mckee, G., J. Becker","15.09323, 40.8674759, 16.208355, 41.3589278",gmckee,"Line representing the modern watercourse of the Ofanto River, derived from an OpenStreetMap Relation.",river,"{""type"": ""Polygon"", ""coordinates"": [[[15.1986927, 40.8674759], [15.1943839, 40.8684017], [15.1833908, 40.8724383], [15.1197776, 40.899989], [15.1190791, 40.9002976], [15.1119053, 40.9051817], [15.09323, 40.9235859], [16.1976705, 41.3589278], [16.204676, 41.3571043], [16.2051043, 41.3567999], [16.2056783, 41.3562104], [16.2060661, 41.3557295], [16.206485, 41.3547987], [16.2067177, 41.3539921], [16.2083226, 41.3365618], [16.208355, 41.3361241], [16.2082401, 41.3352369], [16.2079263, 41.3346164], [16.2073517, 41.3341725], [15.9920576, 41.1950025], [15.5360528, 40.9129449], [15.5288573, 40.9088018], [15.517461, 40.9044397], [15.5164973, 40.904146], [15.4756921, 40.8919072], [15.4751815, 40.8918016], [15.4000346, 40.8769731], [15.3897727, 40.8759004], [15.3886095, 40.8758387], [15.1986927, 40.8674759]]]}",fiume-ofanto,precise,"representative,associated_modern",2099,2000,41.07450792,"41.0745079158,15.6878310194",15.68783102,,T,twenty-first-ce,"2000.0,2099.0",OSM location of Fiume Ofanto,river,,unlocated,kome of Physkeis,,99,"river,"
"Becker, J.","15.7398572, 40.7638609, 15.7398572, 40.7638609",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [15.7398572, 40.7638609]}",location-of-Bradanus-fl,precise,representative,2100,1700,40.7638609,"40.7638609,15.7398572",15.7398572,,M,modern,"1700.0,2100.0",location of Bradanus fl.,river,540923,"unlocated, settlement",in Magnesia,,400,"river,"
"Becker, J.","16.8250119, 40.415261, 16.8250119, 40.415261",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [16.8250119, 40.415261]}",osm-location-of-river-mouth,precise,representative,2100,1700,40.415261,"40.415261,16.8250119",16.8250119,,M,modern,"1700.0,2100.0",OSM location of river mouth,river,,unlocated,in Dolopia,,400,"river,"
"Becker, J.","15.9293203, 40.3867324, 16.8589791, 40.8035906",jbecker,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[16.8589791, 40.3867324], [16.8343969, 40.3887501], [16.8337955, 40.3888957], [15.9313131, 40.7698179], [15.9295295, 40.7713293], [15.9293203, 40.7718655], [15.9848555, 40.7979167], [15.9896191, 40.7999715], [15.9900268, 40.8001217], [15.991384, 40.8005887], [16.030592, 40.8035906], [16.0308713, 40.8035083], [16.0895635, 40.7829787], [16.3583581, 40.6851495], [16.5694288, 40.5998447], [16.775642, 40.4707299], [16.7765705, 40.4701413], [16.7913152, 40.4601527], [16.7918714, 40.4597334], [16.8589791, 40.3867324]]]}",osm-location-of-bradano,precise,representative,2099,2000,40.62982159,"40.6298215933,16.4154389326",16.41543893,,T,twenty-first-ce,"2000.0,2099.0",OSM location of Bradano,river,,unlocated,W Locrian ethnic,,99,"river,"
"Becker, J.","16.7781025, 40.3714607, 16.7781025, 40.3714607",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [16.7781025, 40.3714607]}",location-of-Casuentus-fl,precise,representative,2100,1700,40.3714607,"40.3714607,16.7781025",16.7781025,,M,modern,"1700.0,2100.0",location of Basento (river),river,,unlocated,deme of Eretria near Oichalia,,400,"river,"
"Becker, J.","15.9089346, 41.5252957, 15.9089346, 41.5252957",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [15.9089346, 41.5252957]}",location-of-Cerbalus-fl,precise,representative,2100,1700,41.5252957,"41.5252957,15.9089346",15.9089346,,M,modern,"1700.0,2100.0",location of Cerbalus fl.,river,,unlocated,Doliche area,,400,"river,"
"Becker, J.","14.9719844, 41.6206796, 14.9719844, 41.6206796",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [14.9719844, 41.6206796]}",location-of-Fertur-fl,precise,representative,2100,1700,41.6206796,"41.6206796,14.9719844",14.9719844,,M,modern,"1700.0,2100.0",location of Fortore (river),river,,unlocated,perhaps at Desphina (cf. Echedamia),,400,"river,"
"Becker, J.","-5.0718307, 38.3674224, -4.404214, 38.7612469",jbecker,Representative location of the modern river course based on OpenStreetMap.,river,"{""type"": ""Polygon"", ""coordinates"": [[[-4.4062525, 38.3674224], [-4.8595624, 38.6134046], [-5.0718307, 38.7612469], [-5.0469243, 38.7588311], [-5.045472, 38.7585742], [-5.0228126, 38.7519813], [-5.0206454, 38.7511613], [-4.8985295, 38.7010732], [-4.5397351, 38.4823467], [-4.5388285, 38.4817546], [-4.5122424, 38.4635694], [-4.4163966, 38.3945118], [-4.4154632, 38.393713], [-4.414798, 38.3931286], [-4.4045466, 38.3821684], [-4.404214, 38.3817269], [-4.4052655, 38.3705389], [-4.4062525, 38.3674224]]]}",osm-location-of-guadalmez-river,precise,representative,2100,1700,38.57178712,"38.5717871227,-4.72618095185",-4.726180952,,M,modern,"1700.0,2100.0",OSM location of Guadalmez (river),river,,unlocated,on Yasun Burnu,,400,"river,"
"Becker, J.","21.5193991, 38.3288971, 21.5193991, 38.3288971",jbecker,Representative modern location based on OpenStreetMap.,"river,","{""type"": ""Point"", ""coordinates"": [21.5193991, 38.3288971]}",osm-location-of-evinos-river,precise,representative,2100,1700,38.3288971,"38.3288971,21.5193991",21.5193991,,M,modern,"1700.0,2100.0",OSM location of Evinos (river),river,89261,monument,,,400,"river,"
"Becker, J.","21.2887278, 38.9250156, 21.3597298, 39.0441439",jbecker,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[21.3559242, 38.9250156], [21.3395671, 38.9442522], [21.2887278, 39.0441439], [21.2888437, 39.0441249], [21.290973, 39.0435175], [21.2968805, 39.0399444], [21.3130356, 39.0273198], [21.3132813, 39.0270594], [21.3596113, 38.9268241], [21.3597298, 38.9264379], [21.3596797, 38.9260977], [21.3594792, 38.9259027], [21.3559242, 38.9250156]]]}",osm-location-of-ii1-2i-ii-i,precise,representative,2100,1700,38.98550021,"38.9855002072,21.3256149884",21.32561499,,M,modern,"1700.0,2100.0",OSM location of Î™Î½Î±Ï‡Î¿Ï‚,river,91358,fort,,,400,"river,"
"Becker, J.","26.2863777, 39.130701, 26.3355748, 39.1610581",jbecker,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[26.335242, 39.130701], [26.2863777, 39.1610581], [26.2951215, 39.1597178], [26.3297598, 39.1463954], [26.3300546, 39.1460043], [26.3304572, 39.1454177], [26.334502, 39.1386734], [26.3352154, 39.1368718], [26.3355319, 39.1347666], [26.3355427, 39.1343421], [26.3355748, 39.1316125], [26.3355266, 39.1313794], [26.335242, 39.130701]]]}",osm-location-of-ii-ii2i-ii-i,precise,representative,2099,2000,39.14868825,"39.1486882456,26.3142723707",26.31427237,,T,twenty-first-ce,"2000.0,2099.0",OSM location of Î’Î¿ÏÎ²Î±ÏÎ·Ï‚,river,,"settlement, feature",Barrington Atlas grid 34 F2,,99,"river,"
"Becker, J.","27.0057354, 38.9471678, 27.0057354, 38.9471678",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [27.0057354, 38.9471678]}",location-of-Caicus-fl,precise,representative,2100,1700,38.9471678,"38.9471678,27.0057354",27.0057354,,M,modern,"1700.0,2100.0",location of Caicus fl.,river,,"settlement, feature",Barrington Atlas grid 34 F2,,400,"river,"
"Becker, J.","27.4412386, 38.0304732, 27.4412386, 38.0304732",jbecker,Location based on OpenStreetMap,river,"{""type"": ""Point"", ""coordinates"": [27.4412386, 38.0304732]}",location-of-Cayster-fl,precise,representative,2100,1700,38.0304732,"38.0304732,27.4412386",27.4412386,,M,modern,"1700.0,2100.0",OSM location of KÃ¼Ã§Ã¼k Menderes,river,,"settlement, feature",Barrington Atlas grid 34 F2,,400,"river,"
"Horne, R., J. Becker","40.0854074105, 43.374597399, 40.0854074105, 43.374597399",rmhorne,AWMC representative point for the mouth of Abaskos? fl. at 1 : 1 million scale,"river,","{""type"": ""Point"", ""coordinates"": [40.0854074105408, 43.3745973989867]}",awmc-representative-position-for-abaskos-fl,precise,representative,300,-30,43.3745974,"43.374597399,40.0854074105",40.08540741,,R,roman,"-30.0,300.0",AWMC Representative Position for Abaskos? (river),river,,"settlement, feature",Barrington Atlas grid 34 E2,,330,"river,"
"Becker, J.","39.7440084, 43.6385731, 39.7440084, 43.6385731",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [39.7440084, 43.6385731]}",location-of-Achaious-fl,precise,representative,2100,1700,43.6385731,"43.6385731,39.7440084",39.7440084,,M,modern,"1700.0,2100.0",location of Achaious? fl.,river,,"settlement, feature",Barrington Atlas grid 34 E2,,400,"river,"
"Becker, J.","41.7156362, 40.8877953, 41.7156362, 40.8877953",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [41.7156362, 40.8877953]}",location-of-Akampsis-fl,precise,representative,2100,1700,40.8877953,"40.8877953,41.7156362",41.7156362,,M,modern,"1700.0,2100.0",location of Akampsis fl.,river,,"settlement, feature",Barrington Atlas grid 34 E2,,400,"river,"
"Horne, R.","41.0433526865, 43.2217445085, 41.0433526865, 43.2217445085",rmhorne,AWMC representative point for the label of the Anthemus? fl. in the BAtlas at 1 : 1 million scale,"river,","{""type"": ""Point"", ""coordinates"": [41.0433526864756, 43.2217445085405]}",awmc-representative-position-for-anthemus-fl,precise,representative,300,-30,43.22174451,"43.2217445085,41.0433526865",41.04335269,,R,roman,"-30.0,300.0",AWMC Representative Position for Anthemus? fl.,river,,"settlement, feature",Barrington Atlas grid 34 E2,,330,"river,"
"Becker, J.","41.0028019, 43.0891546, 41.0028019, 43.0891546",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [41.0028019, 43.0891546]}",location-of-41344343c438441442430-gumista-river,precise,representative,2100,1700,43.0891546,"43.0891546,41.0028019",41.0028019,,M,modern,"1700.0,2100.0",location of Ð“ÑƒÐ¼Ð¸ÑÑ‚Ð° (Gumista) river,river,,settlement,Barrington Atlas grid 34 E2,,400,"river,"
"Becker, J.","41.3756643, 41.2768184, 41.3756643, 41.2768184",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [41.3756643, 41.2768184]}",location-of-kapistre-deresi,precise,representative,2100,1700,41.2768184,"41.2768184,41.3756643",41.3756643,,M,modern,"1700.0,2100.0",location of Kapistre Deresi ,river,,"feature, fort",Barrington Atlas grid 34 E2,,400,"river,"
"Becker, J.","41.9163271, 42.3640983, 41.9163271, 42.3640983",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [41.9163271, 42.3640983]}",location-of-2018Arios2019-Charieis-fl,precise,representative,2100,1700,42.3640983,"42.3640983,41.9163271",41.9163271,,M,modern,"1700.0,2100.0",location of â€˜Ariosâ€™/Charieis fl.,river,,"settlement, feature",Barrington Atlas grid 34 E2,,400,"river,"
"Becker, J.","40.5770805, 41.0214685, 40.5770805, 41.0214685",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [40.5770805, 41.0214685]}",location-of-Askouros-fl,precise,representative,2100,1700,41.0214685,"41.0214685,40.5770805",40.5770805,,M,modern,"1700.0,2100.0",location of Askouros fl.,river,,"settlement, feature",Barrington Atlas grid 34 E2,,400,"river,"
"Horne, R., T. Elliott","37.11667, 41.15, 37.11667, 41.15",rmhorne,Location based on GeoNames,river,"{""type"": ""Point"", ""coordinates"": [37.11667, 41.15]}",milicsuyu,precise,representative,2100,1700,41.15,"41.15,37.11667",37.11667,,M,modern,"1700.0,2100.0",Geonames Location of modern MiliÃ§suyu,river,,"settlement, feature",Barrington Atlas grid 34 E2,,400,"river,"
"Becker, J.","40.7930883, 40.4347626, 40.7930883, 40.4347626",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [40.7930883, 40.4347626]}",location-of-coruh-river,precise,representative,2100,1700,40.4347626,"40.4347626,40.7930883",40.7930883,,M,modern,"1700.0,2100.0",OSM location of Ã‡oruh river,river,,"settlement, feature",Barrington Atlas grid 34 E2,,400,"river,"
"Horne, R.","40.007996945, 43.3860653991, 40.007996945, 43.3860653991",rmhorne,AWMC representative point for the mouth of Bourkas/Borgys? fl. at 1 : 1 million scale,"river,","{""type"": ""Point"", ""coordinates"": [40.0079969450047, 43.3860653990908]}",awmc-representative-position-for-bourkas-borgys-fl,precise,representative,300,-30,43.3860654,"43.3860653991,40.007996945",40.00799695,,R,roman,"-30.0,300.0",AWMC Representative Position for Bourkas/Borgys? fl.,river,,"settlement, feature",Barrington Atlas grid 34 E2,,330,"river,"
"Becker, J.","36.5457841, 41.2176765, 36.6051008, 41.2761561",jbecker,Representative location based on OpenStreetMap.,river,"{""type"": ""Polygon"", ""coordinates"": [[[36.6006042, 41.2176765], [36.5965093, 41.2177684], [36.595933, 41.2178209], [36.5939249, 41.2185106], [36.5903276, 41.2202181], [36.5870621, 41.2219716], [36.586774, 41.2222015], [36.5457841, 41.275967], [36.5467968, 41.2761561], [36.5469727, 41.2761422], [36.5829846, 41.2477563], [36.5837181, 41.2468963], [36.6051008, 41.2190228], [36.6043761, 41.2186091], [36.6039134, 41.2184777], [36.6013202, 41.2178012], [36.6006042, 41.2176765]]]}",osm-location-of-abdal-deresi,precise,representative,2100,1700,41.24472403,"41.2447240264,36.5770247572",36.57702476,,M,modern,"1700.0,2100.0",OSM location of Abdal Deresi,river,856514595,bridge,on Via Flaminia (20),,400,"river,"
"Becker, J.","41.9512238, 42.6374414, 41.9512238, 42.6374414",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [41.9512238, 42.6374414]}",location-of-Chorsos-Chobos-fl,precise,representative,2100,1700,42.6374414,"42.6374414,41.9512238",41.9512238,,M,modern,"1700.0,2100.0",location of Chorsos/Chobos fl.,river,856514595,bridge,on Via Flaminia (20),,400,"river,"
"Becker, J.","42.0306265, 42.1830989, 42.1869857, 42.3241598",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Polygon"", ""coordinates"": [[[42.0306265, 42.1830989], [42.0321669, 42.1855554], [42.0807262, 42.2576268], [42.0810743, 42.2580985], [42.0813055, 42.2583415], [42.1189621, 42.2828653], [42.1856054, 42.3237098], [42.1869857, 42.3241598], [42.1853676, 42.3203225], [42.1785673, 42.3087951], [42.1741513, 42.3034027], [42.0844164, 42.2006106], [42.0839658, 42.2001973], [42.0708551, 42.1917878], [42.0705118, 42.1916606], [42.0306265, 42.1830989]]]}",osm-location-of-tekhuri-river,precise,representative,2100,1700,42.24849769,"42.2484976909,42.1042823471",42.10428235,,M,modern,"1700.0,2100.0",OSM location of Tekhuri river,river,,"settlement, unlabeled",settlements,,400,"river,"
"Becker, J.","36.7190803, 41.1802622, 36.7190803, 41.1802622",jbecker,Representative location based on OpenStreetMap,river,"{""type"": ""Point"", ""coordinates"": [36.7190803, 41.1802622]}",location-of-Iris-fl,precise,representative,2100,1700,41.1802622,"41.1802622,36.7190803",36.7190803,,M,modern,"1700.0,2100.0",OSM location of YeÅŸilÄ±rmak,river,,"settlement, unlabeled",settlements,,400,"river,"
"Horne, R., J. Becker, T. Elliott","39.31667, 41.05, 39.31667, 41.05",rmhorne,Location based on GeoNames,river,"{""type"": ""Point"", ""coordinates"": [39.31667, 41.05]}",giresuu-deresi,precise,representative,2100,1700,41.05,"41.05,39.31667",39.31667,,M,modern,"1700.0,2100.0",GeoNames location of Giresuu Deresi,river,,"villa, unlabeled",settlements,,400,"river,"
"Horne, R.","40.52144, 43.36564, 40.52144, 43.36564",rmhorne,AWMC representative point for the label of Korax? fl. in the BAtlas at 1 : 1 million scale,"river,","{""type"": ""Point"", ""coordinates"": [40.52144, 43.36564]}",awmc,precise,representative,300,-30,43.36564,"43.36564,40.52144",40.52144,,R,roman,"-30.0,300.0",AWMC Representative Position for Korax? fl.,river,,"villa, unlabeled",settlements,,330,"river,"
"Becker, J.","36.5583409, 40.7075553, 36.5583409, 40.7075553",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [36.5583409, 40.7075553]}",location-of-Lykos-fl,precise,representative,2100,1700,40.7075553,"40.7075553,36.5583409",36.5583409,,M,modern,"1700.0,2100.0",location of Lykos fl.,river,,"settlement, unlabeled",settlements,,400,"river,"
"Becker, J., R. Horne","36.3994047, 37.3529835, 36.3994047, 37.3529835",jbecker,Representative location based on OpenStreetMap,river,"{""type"": ""Point"", ""coordinates"": [36.3994047, 37.3529835]}",osm-location,precise,representative,2100,1700,37.3529835,"37.3529835,36.3994047",36.3994047,,M,modern,"1700.0,2100.0",OSM location of Ceyhan,river,,settlement,"city on border of Lycaonia and Cilicia, located by some at Dalisandos or SinapiÃ§. No convincing identification",,400,"river,"
"Becker, J.","35.5058214, 36.8492179, 35.5058214, 36.8492179",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [35.5058214, 36.8492179]}",osm-location-of-river-mouth,precise,representative,2100,1700,36.8492179,"36.8492179,35.5058214",35.5058214,,M,modern,"1700.0,2100.0",OSM location of river course,river,,unlocated,at *Bidana,,400,"river,"
"Becker, J.","15.0334446, 36.8390141, 15.0334446, 36.8390141",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [15.0334446, 36.8390141]}",location-of-Helorus-fl,precise,representative,2100,1700,36.8390141,"36.8390141,15.0334446",15.0334446,,M,modern,"1700.0,2100.0",location of Helorus fl.,river,572631626,settlement,,,400,"river,"
"Becker, J.","13.9098999, 37.850713, 13.9098999, 37.850713",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [13.9098999, 37.850713]}",location-of-Himeras-fl,precise,representative,2100,1700,37.850713,"37.850713,13.9098999",13.9098999,,M,modern,"1700.0,2100.0",location of Himeras fl.,river,,villa,S. Martino in Pensilis,,400,"river,"
"Becker, J.","13.9471878, 37.1005387, 13.9471878, 37.1005387",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [13.9471878, 37.1005387]}",location-of-Himeras-fl,precise,representative,2100,1700,37.1005387,"37.1005387,13.9471878",13.9471878,,M,modern,"1700.0,2100.0",location of Himeras fl.,river,,settlement,S. Mauro Forte,,400,"river,"
"Becker, J.","14.6181939, 36.9821599, 14.6181939, 36.9821599",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [14.6181939, 36.9821599]}",location-of-Hipparis-fl,precise,representative,2100,1700,36.9821599,"36.9821599,14.6181939",14.6181939,,M,modern,"1700.0,2100.0",location of Hipparis fl.,river,,settlement,S. Pancrazio,,400,"river,"
"Becker, J.","14.7742932, 36.9690686, 14.7742932, 36.9690686",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [14.7742932, 36.9690686]}",location-of-Hirminum-fl,precise,representative,2100,1700,36.9690686,"36.9690686,14.7742932",14.7742932,,M,modern,"1700.0,2100.0",location of Hirminum fl.,river,,settlement,"S. Pietro, Masseria S. Pietro",,400,"river,"
"Becker, J.","12.9427784, 37.7120586, 12.9427784, 37.7120586",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [12.9427784, 37.7120586]}",location-of-Hypsa-s-fl,precise,representative,2100,1700,37.7120586,"37.7120586,12.9427784",12.9427784,,M,modern,"1700.0,2100.0",location of Hypsa(s) fl.,river,,settlement,"Saturo, Porto Perone",,400,"river,"
"Becker, J.","15.1223967, 36.9665709, 15.1223967, 36.9665709",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [15.1223967, 36.9665709]}",location-of-Kakyparis-fl,precise,representative,2100,1700,36.9665709,"36.9665709,15.1223967",15.1223967,,M,modern,"1700.0,2100.0",location of Kakyparis fl.,river,,station,Guardia Lombardi/Bisaccia: La Toppa?,,400,"river,"
"Becker, J.","12.8474326, 37.8065537, 12.8474326, 37.8065537",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [12.8474326, 37.8065537]}",location-of-course-of-grande-river,precise,representative,2100,1700,37.8065537,"37.8065537,12.8474326",12.8474326,,M,modern,"1700.0,2100.0",location of course of Grande river,river,,"water-open, lake",Lago di Varano,,400,"river,"
"Becker, J.","12.7545884, 37.704829, 12.7545884, 37.704829",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [12.7545884, 37.704829]}",location-of-course-of-arena-river,precise,representative,2100,1700,37.704829,"37.704829,12.7545884",12.7545884,,M,modern,"1700.0,2100.0",location of course of Arena river,river,"442,762,442,657",settlement,Ugento,,400,"river,"
"Becker, J.","12.7624537, 37.7520227, 12.7624537, 37.7520227",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [12.7624537, 37.7520227]}",location-of-course-of-delia-river,precise,representative,2100,1700,37.7520227,"37.7520227,12.7624537",12.7624537,,M,modern,"1700.0,2100.0",location of course of Delia river,river,,settlement,"Vaglio, Serra di Vaglio",,400,"river,"
"Becker, J.","12.6416443, 37.7390094, 12.6416443, 37.7390094",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [12.6416443, 37.7390094]}",location-of-Mazara-fl,precise,representative,2100,1700,37.7390094,"37.7390094,12.6416443",12.6416443,,M,modern,"1700.0,2100.0",location of Mazara fl.,river,,"sanctuary, temple-2",S. Biagio,,400,"river,"
"Becker, J.","14.1767484, 38.0075868, 14.1767484, 38.0075868",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [14.1767484, 38.0075868]}",location-of-Monalos-fl,precise,representative,2100,1700,38.0075868,"38.0075868,14.1767484",14.1767484,,M,modern,"1700.0,2100.0",location of Monalos fl.,river,,bridge,"over R. Platano, E Volcei",,400,"river,"
"Becker, J.","14.7553379, 36.8533316, 14.7553379, 36.8533316",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [14.7553379, 36.8533316]}",location-of-Motykanos-fl,precise,representative,2100,1700,36.8533316,"36.8533316,14.7553379",14.7553379,,M,modern,"1700.0,2100.0",location of Motykanos fl.,river,,people,legendary tribe in Apulia,,400,"river,"
"Becker, J.","13.3237227, 38.078795, 13.3237227, 38.078795",jbecker,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [13.3237227, 38.078795]}",location-of-Orethus-fl,precise,representative,2100,1700,38.078795,"38.078795,13.3237227",13.3237227,,M,modern,"1700.0,2100.0",location of Orethus fl.,river,,unlocated,emporium on the coast near Neretum,,400,"river,"
